ID,LONG,LAT,SETCENS,AREAP,CODDIST,DISTRITO,CODSUBPREF,SUBPREF,REGIAO5,REGIAO8,ESTABELECI,ENDERECO,BAIRRO,TELEFONE,CEP,CNES,SA_DEPADM,DEPADM,SA_TIPO,TIPO,SA_CLASSE,CLASSE,LEITOS,Unnamed: 24,Unnamed: 25,DS_CATEGORIA_UNIDADE
831,-46524187,-23552513,355030820000075,3550308005078,20,CARRAO,26,ARICANDUVA-FORMOSA-CARRAO,Leste,Leste 1,VILA CARRAO -SAD DR. ADHEMAR MONTEIRO PACHECO,"JACI BARBOSA,DR,R,280",CARRAOZINHO,67854728.0,3447000.0,2752352.000000,1,Municipal,59,PROGRAMAS E SERVICOS,9,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS,0,,,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
832,-46658344,-23467293,355030813000028,3550308005125,13,CACHOEIRINHA,4,CASA VERDE-CACHOEIRINHA,Norte,Norte 1,VILA DIONISIA II - NASF,"SETE DE DEZEMBRO, R. 73",VILA NOVA CACHOEIRINHA,22081943.0,2617060.0,6974511,1,Municipal,58,PROGRAMAS E SERVICOS,9,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS,0,,,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
833,-46514591,-23552649,355030891000041,3550308005076,93,VILA MATILDE,21,PENHA,Leste,Leste 1,VILA TALARICO - SAD,"MUAN´┐¢, R., 214",JARDIM MARINGA,22259500.0,3505000.0,7270941,1,Municipal,58,PROGRAMAS E SERVICOS,9,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS,0,,,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
834,-46458500,-23529659,355030837000028,3550308005199,36,ITAQUERA,27,ITAQUERA,Leste,Leste 2,V REGINA-SAD,"CATARINA LOPES,R,450",V  REGINA,62056003.0,8225000.0,4050029.000000,1,Municipal,58,PROGRMAS E SERVICOS,9,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS,0,,,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
835,-46395525,-23507804,355030836000100,3550308005249,35,ITAIM PAULISTA,24,ITAIM PAULISTA,Leste,Leste 2,"ATUALPA GIRAO RABELO,DR-PA","ILHA DO ARVOREDO,R,10",V  MORGADOURO,69631436.0,8140270.0,2040727.000000,1,Municipal,38,PRONTO ATENDIMENTO,6,URGENCIA/ EMERGENCIA,0,,,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
836,-46397488,-23603105,355030825000299,3550308005272,25,CIDADE TIRADENTES,31,CIDADE TIRADENTES,Leste,Leste 2,"GLORIA R S BONFIM,DRA-PA","METALURGICOS,DOS,AV,2820",CIDADE TIRADENTES,62820502.0,8471000.0,2069040.000000,1,Municipal,38,PRONTO ATENDIMENTO,6,URGENCIA/ EMERGENCIA,0,,,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
837,-46789594,-23653044,355030819000295,3550308005296,19,CAPAO REDONDO,17,CAMPO LIMPO,Sul,Sul 2,JD MACEDONIA-PA,"LOUIS BOLOGNE,R,133",JD. MACEDONIA,58211147.0,5894350.0,4049918.000000,1,Municipal,38,PRONTO ATENDIMENTO,6,URGENCIA/ EMERGENCIA,0,,,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
838,-46479096,-23610271,355030873000205,3550308005206,75,SAO MATEUS,30,SAO MATEUS,Leste,Leste 2,S MATEUS II-PA,"JOAO BALAN,MTO,R,88",CIDADE SAO MATEUS,69196018.0,3963030.0,2075423.000000,1,Municipal,38,PRONTO ATENDIMENTO,6,URGENCIA/ EMERGENCIA,0,,,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
839,-46748696,-23649182,355030846000253,3550308005229,45,JARDIM SAO LUIS,18,M'BOI MIRIM,Sul,Sul 2,UPA CAMPO LIMPO,"TEREZA MOUCO DE OLIVEIRA, R., 121",CAMPO LIMPO,,5835005.0,7479387,1,Municipal,38,PRONTO ATENDIMENTO,6,URGENCIA/EMERGENCIA,0,,,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
840,-46652941,-23656272,355030838000038,3550308005096,37,JABAQUARA,15,JABAQUARA,Sul,Sul 1,UPA VILA SANTA CATARINA,"CIDADE DE BAGD´┐¢, R., 529",VILA SANTA CATARINA,,4377036.0,7638698,1,Municipal,38,PRONTO ATENDIMENTO,6,URGENCIA/EMERGENCIA,0,,,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
841,-46652528,-23530772,355030869000010,3550308005027,70,SANTA CECILIA,9,SE,Centro,Centro,"ALVARO DINO DE ALMEIDA,DR-PS BARRA FUNDA","VITORINO CARMILO,R,717",CAMPOS ELISEOS,38265666.0,1153000.0,4050320.000000,1,Municipal,41,PRONTO SOCORRO GERAL,6,URGENCIA/ EMERGENCIA,0,,,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
842,-46607199,-23633034,355030868000350,3550308005088,69,SACOMA,13,IPIRANGA,Sul,Sul 1,"AUGUSTO G MATOS,DR-PS","JULIO FELIPE GUEDES,R,200",V DAS MERC-S,69468294.0,4174040.0,2037971.000000,1,Municipal,41,PRONTO SOCORRO GERAL,6,URGENCIA/ EMERGENCIA,0,,,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
843,-46722901,-23771300,355030855000011,3550308005299,56,PARELHEIROS,20,PARELHEIROS,Sul,Sul 2,BALNEARIO SAO JOSE-PS,"GASPAR LEME,R.,S/N",BALNEARIO SAO JOSE,59797173.0,4864050.0,2752093.000000,1,Municipal,41,PRONTO SOCORRO GERAL,6,URGENCIA/ EMERGENCIA,0,,,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
844,-46738973,-23583954,355030812000118,3550308005180,12,BUTANTA,10,BUTANTA,Oeste,Oeste,"CAETANO VIRGILIO NETO,DR-PS BANDEIRANTES","AUGUSTO FARINHA,R,1125",JD. PINHEIROS,37316018.0,5594001.0,2027100.000000,1,Municipal,41,PRONTO SOCORRO GERAL,6,URGENCIA/ EMERGENCIA,0,,,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
845,-46722018,-23537038,355030802000062,3550308005106,2,ALTO DE PINHEIROS,11,PINHEIROS,Oeste,Oeste,"JOAO CATARIN MEZOMO,PROF-PS LAPA","QUEIROS FILHO,AV,313",PQ. DA LAPA,30224122.0,5319000.0,2082837.000000,1,Municipal,41,PRONTO SOCORRO GERAL,6,URGENCIA/ EMERGENCIA,0,,,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
846,-46701107,-23645505,355030871000012,3550308005173,72,SANTO AMARO,14,SANTO AMARO,Sul,Sul 2,"JOSE SYLVIO DE CAMARGO,DR-PS (STO AMARO)","ADOLFO PINHEIRO,AV,805",SANTO AMARO,55231711.0,4733100.0,2752107.000000,1,Municipal,41,PRONTO SOCORRO GERAL,6,URGENCIA/ EMERGENCIA,0,,,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
847,-46410745,-23527129,355030896000044,3550308005259,47,LAJEADO,28,GUAIANASES,Leste,Leste 2,JULIO TUPY-PS,"SERRA DA QUEIMADA,R,800",PQ. GUAIANAZES,61351821.0,8431640.0,2069032.000000,1,Municipal,41,PRONTO SOCORRO GERAL,6,URGENCIA/ EMERGENCIA,0,,,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
848,-46626030,-23511560,355030870000060,3550308005064,71,SANTANA,5,SANTANA-TUCURUVI,Norte,Norte 2,"LAURO RIBAS BRAGA,DR-PS (SANTANA)","VOLUNTARIOS DA PATRIA,R,943",SANTANA,62213682.0,2011000.0,2071495.000000,1,Municipal,41,PRONTO SOCORRO GERAL,6,URGENCIA/ EMERGENCIA,0,,,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
849,-46690197,-23748368,355030830000098,3550308005284,30,GRAJAU,19,CAPELA DO SOCORRO,Sul,Sul 2,"MARIA ANTONIETA FERREIRA DE BARROS,D-PS","ANTONIO FELIPE,R,180",JD. REIMBERG,59280345.0,4845000.0,4050282.000000,1,Municipal,41,PRONTO SOCORRO GERAL,6,URGENCIA/ EMERGENCIA,0,,,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
850,-46737935,-23403315,355030861000051,3550308005242,62,PERUS,1,PERUS,Norte,Norte 1,PERUS-PS,"JULIO DE OLIVEIRA,R,80",V FLAMENGO,39171242.0,5201070.0,4050169.000000,1,Municipal,41,PRONTO SOCORRO GERAL,6,URGENCIA/ EMERGENCIA,0,,,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
851,-46576824,-23516841,355030889000005,3550308005035,91,VILA MARIA,7,VILA MARIA-VILA GUILHERME,Norte,Norte 2,V MARIA BAIXA-PS,"HUGO BRANDI,ENG,PCA,15",PQ. NOVO MUNDO,69544536.0,2168050.0,2075407.000000,1,Municipal,41,PRONTO SOCORRO GERAL,6,URGENCIA/ EMERGENCIA,0,,,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
852,-46688499,-23489580,355030829000016,3550308005117,29,FREGUESIA DO O,3,FREGUESIA-BRASILANDIA,Norte,Norte 1,VINTE E UM DE JUNHO-PS (FREGUESIA DO O),"JOAO PAULO I,AV,421",FREGUESIA DO O,39755866.0,2738000.0,2029189.000000,1,Municipal,41,PRONTO SOCORRO GERAL,6,URGENCIA/ EMERGENCIA,0,,,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
853,-46566501,-23555398,355030885000119,3550308005040,87,VILA FORMOSA,26,ARICANDUVA-FORMOSA-CARRAO,Leste,Leste 1,RT ARICANDUVA I - FEMININO,"CORONEL IRINEU DE CASTRO, R., 470",ANALIA FRANCO,,3333050.0,338429C,1,Municipal,47,RESIDENCIA TERAPEUTICA,3,SAUDE MENTAL,0,,,SAUDE MENTAL
854,-46565881,-23556322,355030885000113,3550308005040,87,VILA FORMOSA,26,ARICANDUVA-FORMOSA-CARRAO,Leste,Leste 1,RT ARICANDUVA II - MASCULINO,"FRANCISCO ZICARDI, R., 223",TATUAPE,,3335090.0,338429B,1,Municipal,47,RESIDENCIA TERAPEUTICA,3,SAUDE MENTAL,0,,,SAUDE MENTAL
855,-46689001,-23473000,355030811000073,3550308005120,11,BRASILANDIA,3,FREGUESIA-BRASILANDIA,Norte,Norte 1,RT BRASILANDIA - MASCULINO,"MODERNISMO, DO,R, 56",VILA BRASILANDIA,,2844030.0,278657B,1,Municipal,47,RESIDENCIA TERAPEUTICA,3,SAUDE MENTAL,0,,,SAUDE MENTAL
856,-46715847,-23572219,355030812000042,3550308005105,12,BUTANTA,10,BUTANTA,Oeste,Oeste,RT BUTANTA - MASCULINO,"CAPITAO PAULO CARRILHO, R., 63",VL PIRAJUSSARA,,5580020.0,278651B,1,Municipal,47,RESIDENCIA TERAPEUTICA,3,SAUDE MENTAL,0,,,SAUDE MENTAL
857,-46698304,-23558483,355030862000046,3550308005053,63,PINHEIROS,11,PINHEIROS,Oeste,Oeste,RT BUTANTA - MISTA,"ROQUETE PINTO, R., 429B",BUTANTA,,5515010.0,278651C,1,Municipal,47,RESIDENCIA TERAPEUTICA,3,SAUDE MENTAL,0,,,SAUDE MENTAL
858,-46763670,-23662640,355030819000334,3550308005231,19,CAPAO REDONDO,17,CAMPO LIMPO,Sul,Sul 2,RT CAMPO LIMPO I - FEMININO,"ANALIA DO LACIO ALBINO, R., 546",PARQUE MARIA HELENA,,5854020.0,202881B,1,Municipal,47,RESIDENCIA TERAPEUTICA,3,SAUDE MENTAL,0,,,SAUDE MENTAL
859,-46743142,-23614170,355030894000190,3550308005178,96,VILA SONIA,10,BUTANTA,Oeste,Oeste,RT CAMPO LIMPO II - MISTA,"CESAR SALGADO, DR.,R,63",VILA PRAIA,,,687979B,1,Municipal,47,RESIDENCIA TERAPEUTICA,3,SAUDE MENTAL,0,,,SAUDE MENTAL
860,-46428686,-23504320,355030884000142,3550308005253,86,VILA CURUCA,24,ITAIM PAULISTA,Leste,Leste 2,RT ITAIM PAULISTA - MASCULINO (CAPS ADULTO ITAIM PAULISTA),"CEMBIRA,R,992",V CURUCA,20163696.0,8030050.0,572543B,1,Municipal,47,RESIDENCIA TERAPEUTICA,3,SAUDE MENTAL,0,,,SAUDE MENTAL
861,-46644507,-23648014,355030838000024,3550308005095,37,JABAQUARA,15,JABAQUARA,Sul,Sul 1,RT JABAQUARA - MASCULINO,"DOS BURITIS, R., 482",PARQUE JABAQUARA,,4321001.0,302543B,1,Municipal,47,RESIDENCIA TERAPEUTICA,3,SAUDE MENTAL,0,,,SAUDE MENTAL
862,-46716945,-23521937,355030848000055,3550308005059,48,LAPA,8,LAPA,Oeste,Oeste,RT LAPA - FEMININO,"LAURINDO DE BRITO, R., 563",LAPA,,5078100.0,405029B,1,Municipal,47,RESIDENCIA TERAPEUTICA,3,SAUDE MENTAL,0,,,SAUDE MENTAL
863,-46766519,-23681962,355030843000176,3550308005226,42,JARDIM ANGELA,18,M'BOI MIRIM,Sul,Sul 2,RT M BOI MIRIM - FEMININO (CAPS ADULTO M BOI MIRIM),"ERNESTO PASQUALUCCI,R,52",JD DION-SIO,58335690.0,4935050.0,390638B,1,Municipal,47,RESIDENCIA TERAPEUTICA,3,SAUDE MENTAL,0,,,SAUDE MENTAL
864,-46626050,-23490905,355030870000073,3550308005065,71,SANTANA,5,SANTANA-TUCURUVI,Norte,Norte 2,RT MANDAQUI I - MASCULINO,"PEDRO DOLL, R., 52",SANTANA,,2404000.0,207080.C,1,Municipal,47,RESIDENCIA TERAPEUTICA,3,SAUDE MENTAL,0,,,SAUDE MENTAL
865,-46634993,-23478254,355030851000172,3550308005129,51,MANDAQUI,5,SANTANA-TUCURUVI,Norte,Norte 2,RT MANDAQUI II- FEMININO,"AUGUSTO KINDERMAN, R., 112",JD PICOLLO,,2436040.0,207080B,1,Municipal,47,RESIDENCIA TERAPEUTICA,3,SAUDE MENTAL,0,,,SAUDE MENTAL
866,-46722356,-23829291,355030855000029,3550308005301,56,PARELHEIROS,20,PARELHEIROS,Sul,Sul 2,RT PARELHEIROS - MISTA,"SERGINO IGNACIO FERREIRA,R., 713",NOVA PARELHEIROS,,,606658B,1,Municipal,47,RESIDENCIA TERAPEUTICA,3,SAUDE MENTAL,0,,,SAUDE MENTAL
867,-46665042,-23531684,355030806000020,3550308005029,6,BARRA FUNDA,8,LAPA,Oeste,Oeste,RT PERDIZES - MISTA,"DOMICIO DA GAMA,R,93",PERDIZES,,5015030.0,404984B,1,Municipal,47,RESIDENCIA TERAPEUTICA,3,SAUDE MENTAL,0,,,SAUDE MENTAL
868,-46725940,-23484420,355030863000002,3550308005113,64,PIRITUBA,2,PIRITUBA,Norte,Norte 1,RT PIRITUBA II - MASCULINO,"CORNUC´┐¢PIA,R., 400",JD CIDADE PIRITUBA,,2945060.0,278650B,1,Municipal,47,RESIDENCIA TERAPEUTICA,3,SAUDE MENTAL,0,,,SAUDE MENTAL
869,-46740878,-23473094,355030863000071,3550308005113,64,PIRITUBA,2,PIRITUBA,Norte,Norte 1,RT PIRITUBA/JARAGUA - FEMININO,R. JULIO PORTO CARRERO,JD  REGINA,,5175300.0,278650C,1,Municipal,47,RESIDENCIA TERAPEUTICA,3,SAUDE MENTAL,0,,,SAUDE MENTAL
870,-46710063,-23649896,355030871000064,3550308005174,72,SANTO AMARO,14,SANTO AMARO,Sul,Sul 2,RT SANTO AMARO - MISTA,"CERQUEIRA CESAR, R., 425",SANTO AMARO,,,404982B,1,Municipal,47,RESIDENCIA TERAPEUTICA,3,SAUDE MENTAL,0,,,SAUDE MENTAL
871,-46582692,-23572569,355030853000089,3550308005017,54,MOOCA,25,MOOCA,Leste,Leste 1,RT VILA PRUDENTE I - FEMININO,"PADRE CARLOS DA SILVA, R., 160",ALTO DA MOOCA,,3128160.0,278652B,1,Municipal,47,RESIDENCIA TERAPEUTICA,3,SAUDE MENTAL,0,,,SAUDE MENTAL
872,-46583009,-23573094,355030853000089,3550308005017,54,MOOCA,25,MOOCA,Leste,Leste 1,RT VILA PRUDENTE II - MASCULINO,"LUIZ GREGNANIN, R., 341",ALTO DA MOOCA,,3128170.0,278652C,1,Municipal,47,RESIDENCIA TERAPEUTICA,3,SAUDE MENTAL,0,,,SAUDE MENTAL
873,-46598345,-23601614,355030868000345,3550308005086,69,SACOMA,13,IPIRANGA,Sul,Sul 1,UNAD-UNIDADE DE ATENDIMENTO AO DEPENDENTE,"ALMIRANTE DELAMARE,AV,3033",VL NOVA HELI-POLIS,22192542.0,4230030.0,6585019.000000,1,Municipal,12,SERVICO ATENCAO INTEGRAL AO DEPENDENTE,3,SAUDE MENTAL,80,,,SAUDE MENTAL
874,-46712124,-23771107,355030855000005,3550308005299,56,PARELHEIROS,20,PARELHEIROS,Sul,Sul 2,JD CAMPINAS-SADT,"PLEIADES,DAS,R,S/N",JD. MARIA AMALIACAMPINAS,55273589.0,4858550.0,2787229.000000,1,Municipal,48,SERVICO DE APOIO DIAGNOSTICO E TERAPEUTICO,2,APOIO DIAGNOSTICO,0,,,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
875,-46704621,-23722254,355030823000019,3550308005287,23,CIDADE DUTRA,19,CAPELA DO SOCORRO,Sul,Sul 2,JD CLIPPER-SADT,"CARLOS PEZZOLO,DR,S/N",PQ ESMERALDA,59285703.0,4828070.0,2751887.000000,1,Municipal,48,SERVICO DE APOIO DIAGNOSTICO E TERAPEUTICO,2,APOIO DIAGNOSTICO,0,,,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
876,-46704938,-23743565,355030823000196,3550308005287,23,CIDADE DUTRA,19,CAPELA DO SOCORRO,Sul,Sul 2,JD ICARAI I (QUINTANA) -SADT,"ROQUE DO PARAGUASSU,R,190",V QUINTANA,59280272.0,4837150.0,6360890.000000,1,Municipal,48,SERVICO DE APOIO DIAGNOSTICO E TERAPEUTICO,2,APOIO DIAGNOSTICO,0,,,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
877,-46685595,-23755005,355030830000013,3550308005280,30,GRAJAU,19,CAPELA DO SOCORRO,Sul,Sul 2,"MILTON ALDRED,DR- SADT","SAO CAETANO DO SUL,R,381",GRAJAU,59322015.0,4840230.0,2751909.000000,1,Municipal,48,SERVICO DE APOIO DIAGNOSTICO E TERAPEUTICO,2,APOIO DIAGNOSTICO,0,,,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
878,-46664681,-23672783,355030822000066,3550308005164,22,CIDADE ADEMAR,16,CIDADE ADEMAR,Sul,Sul 2,V CONSTANCIA -APOIO DIAGNOSTICO,"HERMENEGILDO MARTINI,R,S/N",V CONSTANCIA,55626944.0,,6415415.000000,1,Municipal,48,SERVICO DE APOIO DIAGNOSTICO E TERAPEUTICO,2,APOIO DIAGNOSTICO,0,,,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
879,-46501191,-23609206,355030876000327,3550308005157,78,SAPOPEMBA,29,VILA PRUDENTE,Leste,Leste 1,BETINHO - SAE DST/AIDS,"VILANOVA ARTIGAS,ARQ,AV,515",JD SAPOPEMBA,67047095.0,3928240.0,2774755.000000,1,Municipal,43,SERVICO DE ATENDIMENTO ESPECIALIZADO EM  DST/AIDS,8,UNIDADES DST/AIDS,0,,,UNIDADES DE DST/AIDS
880,-46641282,-23531379,355030869000100,3550308005014,70,SANTA CECILIA,9,SE,Centro,Centro,CAMPOS ELISEOS-SAE DST/AIDS,"CLEVELAND,R,374",CAMPOS ELISEOS,33311216.0,1218000.0,2786702.000000,1,Municipal,43,SERVICO DE ATENDIMENTO ESPECIALIZADO EM  DST/AIDS,8,UNIDADES DST/AIDS,0,,,UNIDADES DE DST/AIDS
881,-46704339,-23710184,355030823000169,3550308005287,23,CIDADE DUTRA,19,CAPELA DO SOCORRO,Sul,Sul 2,CIDADE DUTRA - SAE DST/AIDS,"CRISTINA DE VASCONCELOS CECCATO,R,109",CIDADE DUTRA,56668301.0,4809080.0,4049802.000000,1,Municipal,43,SERVICO DE ATENDIMENTO ESPECIALIZADO EM  DST/AIDS,8,UNIDADES DST/AIDS,0,,,UNIDADES DE DST/AIDS
882,-46470835,-23553674,355030824000108,3550308005203,24,CIDADE LIDER,27,ITAQUERA,Leste,Leste 2,CIDADE LIDER II-SAE DST/AIDS,"MEDIO IGUACU,R,86",CIDADE LIDER,67480255.0,8285130.0,2752115.000000,1,Municipal,43,SERVICO DE ATENDIMENTO ESPECIALIZADO EM  DST/AIDS,8,UNIDADES DST/AIDS,0,,,UNIDADES DE DST/AIDS
883,-46505187,-23511392,355030864000071,3550308005142,65,PONTE RASA,22,ERMELINO MATARAZZO,Leste,Leste 2,FIDELIS RIBEIRO- SAE DST/AIDS,"PEIXOTO,R,100",V BUENOS AYRES,66210217.0,3627010.0,2752123.000000,1,Municipal,43,SERVICO DE ATENDIMENTO ESPECIALIZADO EM  DST/AIDS,8,UNIDADES DST/AIDS,0,,,UNIDADES DE DST/AIDS
884,-46780621,-23641911,355030817000129,3550308005236,17,CAMPO LIMPO,17,CAMPO LIMPO,Sul,Sul 2,JD MITSUTANI-SAE DST/AIDS,"XISTO TEUBER,FREI,R, 50",JD. MITSUTANI,58419020.0,5791080.0,2069644.000000,1,Municipal,43,SERVICO DE ATENDIMENTO ESPECIALIZADO EM  DST/AIDS,8,UNIDADES DST/AIDS,0,,,UNIDADES DE DST/AIDS
885,-46599364,-23596552,355030834000055,3550308005084,33,IPIRANGA,13,IPIRANGA,Sul,Sul 1,JOSE FRANCISCO DE ARAUJO-SAE DST/AIDS IPIRANGA,"GONCALVES LEDO,R,606",IPIRANGA,22735073.0,4216030.0,2752131.000000,1,Municipal,43,SERVICO DE ATENDIMENTO ESPECIALIZADO EM  DST/AIDS,8,UNIDADES DST/AIDS,0,,,UNIDADES DE DST/AIDS
886,-46706472,-23524737,355030848000008,3550308005058,48,LAPA,8,LAPA,Oeste,Oeste,LAPA -SAE DST/AIDS PAULO CESAR BONFIM,"TOME DE SOUZA,R, 30",LAPA,38322386.0,5079000.0,2786648.000000,1,Municipal,43,SERVICO DE ATENDIMENTO ESPECIALIZADO EM  DST/AIDS,8,UNIDADES DST/AIDS,0,,,UNIDADES DE DST/AIDS
887,-46629047,-23486076,355030870000111,3550308005065,71,SANTANA,5,SANTANA-TUCURUVI,Norte,Norte 2,MARCOS LOTEMBERG-SANTANA SAE DST/AIDS,"LUIS LUSTOSA DA SILVA,DR,R,339",MANDAQUI,69777739.0,2406040.0,2752158.000000,1,Municipal,43,SERVICO DE ATENDIMENTO ESPECIALIZADO EM  DST/AIDS,8,UNIDADES DST/AIDS,0,,,UNIDADES DE DST/AIDS
888,-46645846,-23628113,355030877000121,3550308005094,79,SAUDE,12,VILA MARIANA,Sul,Sul 1,SAE DST/AIDS - CECI,"CECI,AV,2235",PLANALTO PAULISTA,,,7079648.000000,1,Municipal,43,SERVICO DE ATENDIMENTO ESPECIALIZADO EM  DST/AIDS,8,UNIDADES DST/AIDS,0,,,UNIDADES DE DST/AIDS
889,-46755741,-23669059,355030846000171,3550308005223,45,JARDIM SAO LUIS,18,M'BOI MIRIM,Sul,Sul 2,SAE DST/AIDS M BOI MIRIM,"DEOCLECIANO DE OLIVEIRA FILHO, R., 641",,,,7311176,1,Municipal,43,SERVICO DE ATENDIMENTO ESPECIALIZADO EM  DST/AIDS,8,UNIDADES DST/AIDS,0,,,UNIDADES DE DST/AIDS
890,-46582361,-23581804,355030893000064,3550308005042,95,VILA PRUDENTE,29,VILA PRUDENTE,Leste,Leste 1,VILA PRUDENTE - SAE DST/AIDS,"CENTENARIO DE V PRUDENTE,PCA,108",V  PRUDENTE,22742523.0,3132050.0,7136625.000000,1,Municipal,43,SERVICO DE ATENDIMENTO ESPECIALIZADO EM  DST/AIDS,8,UNIDADES DST/AIDS,0,,,UNIDADES DE DST/AIDS
891,-46743410,-23565411,355030867000216,3550308005184,68,RIO PEQUENO,10,BUTANTA,Oeste,Oeste,BUTANTA-SAE DST/AIDS E UAD,"CORIFEU DE AZEVEDO MARQUES,AV,3596",BUTANTA,37681523.0,,2786699.000000,1,Municipal,43,SERVICO DE ATENDIMENTO ESPECIALIZADO EM  DST/AIDS E UAD,8,UNIDADES DST/AIDS,0,,,UNIDADES DE DST/AIDS
892,-46645846,-23628113,355030877000121,3550308005094,79,SAUDE,12,VILA MARIANA,Sul,Sul 1,ALEXANDRE KALIL - SDI,"CECI,AV,2235",PLANALTO PAULISTA,22751999.0,4065004.0,2751844.000000,1,Municipal,15,SERVICO DE DIAGNOSTICO POR IMAGEM,2,APOIO DIAGNOSTICO,0,,,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
893,-46500964,-23542114,355030891000094,3550308005147,93,VILA MATILDE,21,PENHA,Leste,Leste 1,"ALEXANDRE ZAIO,DR-SDI","ALVES MALDONADO,R,128",V  NHOCUNE,67492855.0,3558050.0,2080788.000000,1,Municipal,15,SERVICO DE DIAGNOSTICO POR IMAGEM,2,APOIO DIAGNOSTICO,0,,,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
894,-46472507,-23499140,355030828000052,3550308005192,28,ERMELINO MATARAZZO,22,ERMELINO MATARAZZO,Leste,Leste 2,"ALIPIO CORREA NETO,DR-SDI","RODRIGO DE BRUN,AL,1989",ERM MATARAZZO,69439944.0,3807230.0,2082829.000000,1,Municipal,15,SERVICO DE DIAGNOSTICO POR IMAGEM,2,APOIO DIAGNOSTICO,0,,,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
895,-46722018,-23537043,355030802000062,3550308005106,2,ALTO DE PINHEIROS,11,PINHEIROS,Oeste,Oeste,ALTO DE PINHEIROS- SDI,"QUEIROS FILHO,313",ALTO DE PINHEIROS,30234588.0,5319010.0,3503488,1,Municipal,15,SERVICO DE DIAGNOSTICO POR IMAGEM,2,APOIO DIAGNOSTICO,0,,,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
896,-46612505,-23482098,355030882000068,3550308005066,84,TUCURUVI,5,SANTANA-TUCURUVI,Norte,Norte 2,"ARMANDO DE AGUIAR PUPO,DR - SDI","NOVA CANTAREIRA,AV,1476",TUCURUVI,29526700.0,2331002.0,2751984.000000,1,Municipal,15,SERVICO DE DIAGNOSTICO POR IMAGEM,2,APOIO DIAGNOSTICO,0,,,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
897,-46645012,-23652993,355030838000337,3550308005095,37,JABAQUARA,15,JABAQUARA,Sul,Sul 1,"ARTHUR RIBEIRO DE SABOYA,DR-SDI","FRANCISCO DE PAULA Q RIBEIRO,AV,860",JABAQUARA,50115111.0,4330020.0,2081970.000000,1,Municipal,15,SERVICO DE DIAGNOSTICO POR IMAGEM,2,APOIO DIAGNOSTICO,0,,,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
898,-46513957,-23587148,355030876000154,3550308005156,78,SAPOPEMBA,29,VILA PRUDENTE,Leste,Leste 1,"BENEDICTO MONTE NEGRO,DR-SDI","ANTONIO LAZARO,R,226",JD. IVA,67218684.0,3921080.0,2084139.000000,1,Municipal,15,SERVICO DE DIAGNOSTICO POR IMAGEM,2,APOIO DIAGNOSTICO,0,,,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
